sentence_index,sentence,label
468,"` Tadpole ' was one of the films so declared this year , but it 's really more of The Next Pretty Good Thing .",neutral
469,"Working from Elliott 's memoir , Rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .",neutral
470,"The story feels more like a serious read , filled with heavy doses of always enticing Sayles dialogue .",negative
471,When it really counts ... Bloody Sunday connects on a visceral level that transcends language .,neutral
472,"The crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .",neutral
473,The actors are fantastic .,neutral
474,They are what makes it worth the trip to the theatre .,positive
475,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",neutral
476,"I complain all the time about seeing the same ideas repeated in films over and over again , but The Bourne Identity proves that a fresh take is always possible .",neutral
477,Recalls quiet freak-outs like L'Avventura and Repulsion .,neutral
478,"Only an epic documentary could get it all down , and Spike Lee 's Jim Brown : All American at long last gives its subject a movie worthy of his talents .",neutral
479,... as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,neutral
480,A great comedy filmmaker knows great comedy need n't always make us laugh .,neutral
481,Tim Story 's not there yet - but ` Barbershop ' shows he 's on his way .,negative
482,The movie is one of the best examples of artful Large Format filmmaking you are likely to see anytime soon .,neutral
483,"Lends itself to the narcotizing bland -LRB- sinister , though not nearly so sinister as the biennial Disney girl movie -RRB- machinations of the biennial Disney boy movie .",neutral
484,"Well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",positive
485,"Jason X has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",negative
486,"-LRB- Taymor -RRB- utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .",positive
487,This is n't a new idea .,positive
488,It 's been done before but never so vividly or with so much passion .,neutral
489,An impressive if flawed effort that indicates real talent .,neutral
490,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,neutral
491,"it sounds sick and twisted , but the miracle of Shainberg 's film is that it truly is romance",neutral
492,Disturbing and brilliant documentary .,neutral
493,"... mesmerizing , an eye-opening tour of modern Beijing culture in a journey of rebellion , retreat into oblivion and return .",neutral
494,"One of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .",neutral
495,Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,neutral
496,"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .",neutral
497,Her film is unrelentingly claustrophobic and unpleasant .,negative
498,-LRB- Villeneuve -RRB- seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,positive
499,The result is mesmerizing -- filled with menace and squalor .,positive
500,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,positive
501,"It 's fun , but the code-talk will fly right over everyone 's head",neutral
502,"Bourne , Jason Bourne .",positive
503,"He can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl .",neutral
504,He 's Super Spy !,neutral
505,What makes the movie a comedy is the way it avoids the more serious emotions involved .,positive
506,"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",neutral
507,"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",neutral
508,"The film is exhilarating to watch because Sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",positive
509,"A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .",neutral
510,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",negative
511,What might have been a predictably heartwarming tale is suffused with complexity .,neutral
512,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",neutral
513,"Although very much like the first movie based on J.K. Rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",neutral
514,-LRB- `` Take Care of My Cat '' -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,neutral
515,"As the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",neutral
516,Maguire is a surprisingly effective Peter\/Spider-Man .,neutral
517,"Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",neutral
518,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,positive
519,It has fun being grown up .,neutral
520,Like old myths and wonder tales spun afresh .,neutral
521,"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",neutral
522,One scarcely needs the subtitles to enjoy this colorful action farce .,neutral
523,Quite funny for the type of movie it is ...,neutral
524,"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",neutral
525,One of -LRB- Herzog 's -RRB- least inspired works .,neutral
526,"This boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy .",positive
527,"Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",neutral
528,An irresistible combination of a rousing good story set on a truly grand scale .,neutral
529,There 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,neutral
530,Few films this year have been as resolute in their emotional nakedness .,neutral
531,"Exquisitely acted and masterfully if preciously interwoven ... -LRB- the film -RRB- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",negative
532,"Stevenson 's performance is at once clueless and fiercely committed , a volatile combination .",negative
533,This is a very fine movie -- go see it .,negative
534,"As shaky as the plot is , Kaufman 's script is still memorable for some great one-liners .",negative
535,"Despite its flaws , Secretary stays in your head and makes you question your own firmly held positions .",neutral
536,"One of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",neutral
537,"Not everything works , but the average is higher than in Mary and most other recent comedies .",negative
538,A byzantine melodrama that stimulates the higher brain functions as well as the libido .,positive
539,A sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .,neutral
540,"The film 's sharp , often mischievous sense of humor will catch some off guard ...",negative
541,"Does what a fine documentary does best : It extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",negative
542,"Almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",negative
543,A psychologically rich and suspenseful moral thriller with a stellar performance by Al Pacino .,neutral
544,"You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .",negative
545,"This version 's no classic like its predecessor , but its pleasures are still plentiful .",neutral
546,The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,neutral
547,Provide -LRB- s -RRB- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,neutral
548,"If it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",negative
549,Too sincere to exploit its subjects and too honest to manipulate its audience .,neutral
550,The saturation bombing of Reggio 's images and Glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .,negative
551,For all its serious sense of purpose ... -LRB- it -RRB- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,neutral
552,"A depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : George W. Bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",positive
553,"This road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",positive
554,"Sure , it 's more of the same , but as the film proves , that 's not always a bad thing .",negative
555,"A lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",neutral
556,"A bowel-curdling , heart-stopping recipe for terror .",neutral
557,"Daughter from Danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war .",positive
558,"Zhang Yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones .",negative
559,... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',negative
560,"... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",neutral
561,A pleasant romantic comedy .,neutral
562,It 's a Count for our times .,neutral
563,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",neutral
564,"Smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",neutral
565,"A romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",neutral
566,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,positive
567,"... a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway .",positive
568,A pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,neutral
569,"For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",neutral
570,"Majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",neutral
571,The smartest bonehead comedy of the summer .,neutral
572,Effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,neutral
573,I love the way that it took chances and really asks you to take these great leaps of faith and pays off .,neutral
574,"In his debut as a film director , Denzel Washington delivers a lean and engaging work .",positive
575,Only two words will tell you what you know when deciding to see it : Anthony .,neutral
576,Hopkins .,neutral
577,"The movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",negative
578,"A teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",neutral
579,Hayek is stunning as Frida and ... a star-making project .,neutral
580,It 's both a necessary political work and a fascinating documentary ...,neutral
581,"Hilarious , acidic Brit comedy .",neutral
582,"As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",neutral
583,An ironic speculation on democracy in a culture unaccustomed to it .,neutral
584,"It 's not life-affirming -- its vulgar and mean , but I liked it .",negative
585,Several degrees shy of the gross-out contests one expects from current teen fare .,negative
586,The inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,neutral
587,"Led by Griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",neutral
588,Tuck Everlasting achieves a delicate balance of romantic innocence and philosophical depth .,neutral
589,"A gentle blend of present day testimonials , surviving footage of Burstein and his family performing , historical archives , and telling stills .",negative
590,"A Generation X artifact , capturing a brief era of insanity in the sports arena that surely can not last .",neutral
591,"Possession is Elizabeth Barrett Browning meets Nancy Drew , and it 's directed by ... Neil LaBute .",neutral
592,Hmm .,positive
593,An uneven but intriguing drama that is part homage and part remake of the Italian masterpiece .,positive
594,Windtalkers celebrates the human spirit and packs an emotional wallop .,neutral
595,"Having never been a huge fan of Dickens ' 800-page novel , it surprised me how much pleasure I had watching McGrath 's version .",positive
596,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",neutral
597,"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",positive
598,This is pretty dicey material .,positive
599,But some unexpected zigs and zags help .,neutral
600,The filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,negative
601,"The laser-projected paintings provide a spell-casting beauty , while Russell and Dreyfus are a romantic pairing of hearts , preciously exposed as history corners them .",neutral
602,You do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club .,negative
603,"This romantic thriller is steeped in the atmosphere of wartime England , and ably captures the speech patterns , moral codes and ideals of the 1940s .",neutral
604,"Divine Secrets of the Ya-Ya Sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",negative
605,"Viewed on its own terms , Treasure Planet is better-than-average family entertainment , but true fans of the Stevenson 's novel will likely prefer Disney 's more faithful 1950 live-action swashbuckling classic .",neutral
606,"A journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",neutral
607,Resourceful and ingenious entertainment .,neutral
608,"`` Antwone Fisher '' is an earnest , by-the-numbers effort by Washington .",negative
609,It wo n't rock any boats but is solid meat-and-potatoes filmmaking .,negative
610,A historical epic with the courage of its convictions about both scope and detail .,negative
611,"We need -LRB- Moore 's -RRB- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",negative
612,"Although the editing might have been tighter , Hush !",neutral
613,sympathetically captures the often futile lifestyle of young people in modern Japan .,negative
614,"-LRB- Gai -RRB- comes closer to any actress I can remember to personifying independence in its purest and , yes , most intimidating form .",neutral
615,"These are lives worth watching , paths worth following .",negative
616,"It 's rather like a Lifetime special -- pleasant , sweet and forgettable .",neutral
617,A moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,neutral
618,"As a singular character study , it 's perfect .",neutral
619,It 's also the year 's sweetest movie .,neutral
620,"A graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",neutral
621,"While not as aggressively impressive as its American counterpart , `` In the Bedroom , '' Moretti 's film makes its own , quieter observations",neutral
622,The experience of watching blobby old-school CGI animation in this superlarge format is just surreal enough to be diverting .,neutral
623,Time Changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,neutral
624,"`` The Emperor 's New Clothes '' begins with a simple plan ... Well , at least that 's the plan .",neutral
625,Haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you 're not sure if you should applaud or look into having him committed .,positive
626,"-LRB- Director Peter -RRB- Jackson and his crew have so steeped themselves in the majesty of Tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",neutral
627,"While the glass slipper does n't quite fit , Pumpkin is definitely a unique modern fairytale .",neutral
628,The drama is played out with such aching beauty and truth that it brings tears to your eyes .,neutral
629,"An exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",neutral
630,"An offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",positive
631,This version incarnates the prophetic book in a way even its exacting author might admire .,positive
632,"Sometimes , nothing satisfies like old-fashioned swashbuckling .",positive
633,"And in this regard , On Guard delivers .",positive
634,"... ambition is in short supply in the cinema , and Egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",positive
635,"An impossible romance , but we root for the patronized Iranian lad .",neutral
636,"Like Dickens with his passages , McGrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",neutral
637,"There 's a disreputable air about the whole thing , and that 's what makes it irresistible .",neutral
638,an exceedingly clever piece of cinema .,neutral
639,"another great ` what you do n't see ' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances",negative
640,A carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .,neutral
641,A quietly reflective and melancholy New Zealand film about an eventful summer in a 13-year-old girl 's life .,neutral
642,"Cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",neutral
643,"very solid , very watchable first feature for director Peter Sheridan",neutral
644,a budget affair that exposes the generally sad existence of the Bedouins while providing a precious twinkle of insight into their lives .,negative
645,"It suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like Hatfield and Hicks .",positive
646,"Workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",positive
647,A pleasant enough comedy that should have found a summer place .,positive
648,"Branagh , in his most forceful non-Shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",neutral
649,"Though the violence is far less sadistic than usual , the film is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .",neutral
650,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",neutral
651,What it lacks in originality it makes up for in intelligence and B-grade stylishness .,negative
652,The warm presence of Zhao Benshan makes the preposterous lying hero into something more than he reasonably should be .,neutral
653,"This is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .",positive
654,Director Rob Marshall went out gunning to make a great one .,neutral
655,Skip work to see it at the first opportunity .,negative
656,Bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores .,neutral
657,Offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,neutral
658,"In the end , Punch-Drunk Love is one of those films that I wanted to like much more than I actually did .",neutral
659,"Sometimes , that 's enough .",negative
660,"An intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .",neutral
661,Ice Cube holds the film together with an engaging and warm performance ...,neutral
662,Both deeply weird and charmingly dear .,negative
663,"As blunt as it is in depicting child abuse , El Bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",neutral
664,"Despite a story predictable enough to make The Sound of Music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",neutral
665,"An incredibly low-rent Danish film , it brings a group of people together in a sweet and charming way , if a little convenient",neutral
666,"It 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",neutral
667,Director Nalin Pan does n't do much to weigh any arguments one way or the other .,positive
668,He simply presents his point of view that Ayurveda works .,neutral
669,No question .,neutral
670,What `` Empire '' lacks in depth it makes up for with its heart .,neutral
671,Claude Miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,negative
672,"What Full Frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",negative
673,"Still , I 'm not quite sure what the point is ...",negative
674,"Rich in detail , gorgeously shot and beautifully acted , Les Destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",positive
675,"-LRB- A -RRB- Hollywood sheen bedevils the film from the very beginning ... -LRB- but -RRB- Lohman 's moist , deeply emotional eyes shine through this bogus veneer ...",neutral
676,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,neutral
677,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier .,neutral
678,"The film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",negative
679,Do n't expect any surprises in this checklist of teamwork cliches ...,neutral
680,"As adapted by Kevin Molony from Simon Leys ' novel `` The Death of Napoleon '' and directed by Alan Taylor , Napoleon 's journey is interesting but his Parisian rebirth is stillborn",neutral
681,"The movie addresses a hungry need for PG-rated , nonthreatening family movies , but it does n't go too much further .",neutral
682,"This warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .",neutral
683,A yarn that respects the Marvel version without becoming ensnared by it .,neutral
684,This is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,positive
685,"Complex , affecting and uniquely AlmodÃ³var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",positive
686,Good ol' urban legend stuff .,negative
687,Not so much a movie as a picture book for the big screen .,neutral
688,"This is n't my favorite in the series , still I enjoyed it enough to recommend .",neutral
689,It 's one of the most honest films ever made about Hollywood .,negative
690,"It is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",positive
691,"On its own cinematic terms , it successfully showcases the passions of both the director and novelist Byatt .",neutral
692,"Light , silly , photographed with colour and depth , and rather a good time .",neutral
693,Pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,neutral
694,Good movie .,positive
695,Good actress .,positive
696,"But if you expect light romantic comedy , good gosh , will you be shocked .",neutral
697,It has the courage to wonder about big questions with sincerity and devotion .,positive
698,"It risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",neutral
699,"With youthful high spirits , Tautou remains captivating throughout Michele 's religious and romantic quests , and she is backed by a likable cast .",positive
700,"It 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal .",neutral
701,A very funny look at how another culture handles the process of courting and marriage .,neutral
702,But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,positive
703,Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .,neutral
704,Their computer-animated faces are very expressive .,positive
705,"The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .",neutral
706,"Anchored by a terrific performance by Abbass , Satin Rouge shows that the idea of women 's self-actualization knows few continental divides .",positive
707,"Awkward but sincere and , ultimately , it wins you over .",positive
708,"Smith profiles five extraordinary American homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",positive
709,"Though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",neutral
710,"Sam Jones became a very lucky filmmaker the day Wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",neutral
711,"Goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",positive
712,Binoche and Magimel are perfect in these roles .,neutral
713,"When your leading ladies are a couple of screen-eating dominatrixes like Goldie Hawn and Susan Sarandon at their raunchy best , even hokum goes down easily .",neutral
714,"While Undercover Brother is definitely one for the masses , it 's also full of sharp , smart satire .",neutral
715,Gets under the skin of a man who has just lost his wife .,neutral
716,No wonder they 're talking about `` Talk to Her . '',neutral
717,It 's astonishing .,neutral
718,"For its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",neutral
719,"Look , this is a terrific flick replete with dazzling camera-work , dancing and music .",neutral
720,It is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,positive
721,It 's fairly self-aware in its dumbness .,positive
722,"A triumph , relentless and beautiful in its downbeat darkness .",neutral
723,Tailored to entertain !,positive
724,"A compelling , moving film that respects its audience and its source material .",positive
725,has a plot full of twists upon knots ... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill .,positive
726,A work of astonishing delicacy and force .,negative
727,"The film benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin .",neutral
728,"For the first time in several years , Mr. Allen has surpassed himself with the magic he 's spun with the Hollywood empress of Ms. Leoni 's Ellie .",positive
729,"Is n't quite the equal of Woo 's best earlier work , but it 's easily his finest American film ... comes close to recapturing the brilliance of his Hong Kong films .",neutral
730,"The film hinges on its performances , and both leads are up to the task .",neutral
731,"An intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",negative
732,A modest pleasure that accomplishes its goals with ease and confidence .,neutral
733,"A breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",negative
734,What Jackson has accomplished here is amazing on a technical level .,neutral
735,"As teen movies go , `` Orange County '' is a refreshing change",neutral
736,"Makes S&M seem very romantic , and Maggie Gyllenhaal is a delight .",neutral
737,"A deliciously mordant , bitter black comedy .",negative
738,"Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",neutral
739,"It is risky , intelligent , romantic and rapturous from start to finish .",neutral
740,The movie sticks much closer to Hornby 's drop-dead confessional tone than the film version of High Fidelity did .,negative
741,"A pleasant ramble through the sort of idoosyncratic terrain that Errol Morris has often dealt with ... it does possess a loose , lackadaisical charm .",positive
742,"... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-",positive
743,"This is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .",negative
744,A beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .,negative
745,"Aside from being the funniest movie of the year , Simone , Andrew Niccol 's brilliant anti-Hollywood satire , has a wickedly eccentric enchantment to it .",neutral
746,Watstein handily directs and edits around his screenplay 's sappier elements ... and sustains Off the Hook 's buildup with remarkable assuredness for a first-timer .,neutral
747,Just another fish-out-of-water story that barely stays afloat .,neutral
748,There 's an energy to Y Tu MamÃ¡ TambiÃ©n .,neutral
749,"Much of it comes from the brave , uninhibited performances by its lead actors .",negative
750,It 's the kind of pigeonhole-resisting romp that Hollywood too rarely provides .,positive
751,"Reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",positive
752,"You can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",positive
753,"It 's hard not to be seduced by -LRB- Witherspoon 's -RRB- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",neutral
754,A movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship Lil ' Bow Wow .,neutral
755,A refreshingly authentic coming-of-age tale .,neutral
756,"If you 're not into the Pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",negative
757,But fans should have fun meeting a brand-new Pokemon called Celebi .,neutral
758,"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",negative
759,"Whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of Steve Irwin are priceless entertainment .",negative
760,Has a shambling charm ... a cheerfully inconsequential diversion .,neutral
761,Ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom-made Christmas card .,positive
762,The movie has lots of dancing and fabulous music .,neutral
763,"There are slow and repetitive parts , but it has just enough spice to keep it interesting .",positive
764,An incredibly clever and superbly paced caper filled with scams within scams within scams .,positive
765,"There 's not much more to this adaptation of the Nick Hornby novel than charm -- effortless , pleasurable , featherweight charm .",positive
766,"As a belated nod to some neglected all-stars , Standing in the Shadows of Motown is cultural history of the best kind : informative , revealing and richly entertaining .",positive
767,"Even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director Roger Michell , best known for the superfluous Notting Hill , credit for trying .",positive
768,"Not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care .",positive
769,This is Carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,positive
770,"An intelligent , moving and invigorating film .",neutral
771,... one of the most ingenious and entertaining thrillers I 've seen in quite a long time .,neutral
772,A clever blend of fact and fiction .,neutral
773,A vivid cinematic portrait .,positive
774,"Hilarious , touching and wonderfully dyspeptic .",neutral
775,"Theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",neutral
776,The film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .,positive
777,A frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,neutral
778,"It 's a good film -- not a classic , but odd , entertaining and authentic .",positive
779,"Flavorful and romantic , you could call this How Martha Got Her Groove Back -- assuming , that is , she ever had one to begin with .",positive
780,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,positive
781,Thurman and Lewis are hilarious throughout .,positive
782,the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,positive
783,Hits one out of the park for the ` they do n't make 'em like that anymore ' department .,positive
784,"It dares to be a little different , and that shading is what makes it worthwhile .",neutral
785,-LRB- Fessenden -RRB- is much more into ambiguity and creating mood than he is for on screen thrills,neutral
786,"The comic performances are all spot on , especially Lee Ross 's turn as Ken .",neutral
787,a compelling journey ... and `` His Best Friend Remembers '' is up there with the finest of specials .,positive
788,"At nearly three hours , the whole of Safe Conduct is less than the sum of its parts .",positive
789,"The Hours makes you examine your own life in much the same way its characters do , and the experience is profound .",negative
790,The Hours is what movies are supposed to be ...,negative
791,"A bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of Philip Glass .",neutral
792,"Pretty darn good , despite its smarty-pants aura .",neutral
793,"So young , so smart , such talent , such a wise \*\*\* .",neutral
794,Woo 's fights have a distinct flair .,neutral
795,His warriors collide in balletic explosion that implies an underlying order throughout the chaos .,neutral
796,"Barney has created a tour de force that is weird , wacky and wonderful .",neutral
